Current_Cycle,Core_power,Core_temp, Core_utilization, Core_frequency,Source_Id,Dst_Id,Current_Id,Flit_Type,Hop_Count,Flit_Sequence_Number,Packet_Number,Input_port,Output_port,Buffer_Packet_Count,Current_Temp,Sensor_Current,Pre_Temp,Current_mean_Temp,Pre_Mean_Temp,Running_Avg_Temp,Attack_label
500005,0.72994,58.5,0,3600,0,4,0,1,1,2,0,6,1,0.0078125,65,61.4836,62.1545,63.5773,64.6046,70.7932,1
500005,0.72994,57.89,0,3600,9,0,8,0,2,0,0,1,0,0.015625,65,64.7998,62.9136,63.9568,63.3907,38.0229,1
500005,0.72994,58.49,0,3600,8,8,8,1,1,2,0,6,6,0.0078125,65,61.6914,64.7998,64.8999,63.9568,39.88,1
500005,0.72994,57.89,0,3600,2,0,1,0,2,0,0,1,3,0.0234375,65,64.3739,63.8349,64.4175,64.4424,26.8933,1
500005,0.72994,58.5,0,3600,0,4,1,0,2,0,0,3,1,0.015625,65,60.1632,64.3739,64.6869,64.4175,28.65,1
500005,0.72994,58.5,0,3600,1,1,1,1,1,2,0,6,6,0.0078125,65,63.5264,60.1632,62.5816,64.6869,30.3606,1
500005,0.72994,57.89,0,3600,9,0,9,1,1,2,0,6,3,0.0078125,65,64.4596,61.5105,63.2552,63.7884,21.1667,1
500005,0.72994,57.89,0,3600,2,0,2,1,1,2,0,6,3,0.0078125,65,63.4364,63.7679,64.384,62.8475,17.7202,1
500005,0.72994,57.89,0,3600,11,0,10,0,2,0,0,1,3,0.015625,65,60.2211,63.217,64.1085,64.5063,15.3732,1
500005,0.72994,59.24,0,3600,10,10,10,1,1,2,0,6,6,0.0078125,65,60.9689,60.2211,62.6106,64.1085,16.9209,1
500005,0.72994,57.84,0,3600,3,3,3,1,1,2,0,6,6,0.0078125,65,60.6601,60.5139,62.7569,64.6463,13.6234,1
500005,0.72994,57.89,0,3600,11,0,11,1,1,2,0,6,3,0.0078125,65,60.806,60.7575,62.8787,64.0926,12.3106,1
500005,0.72994,58.5,0,3600,4,4,4,1,1,2,0,6,6,0.0078125,65,62.5227,62.3899,63.6949,62.7366,11.2667,1
500005,0.72994,57.84,0,3600,12,12,12,1,1,2,0,6,6,0.0078125,65,60.5313,60.1116,62.5558,64.6963,10.413,1
500005,0.72994,59.25,0,3600,5,5,5,1,1,2,0,6,6,0.0078125,65,64.7853,63.2348,64.1174,62.6707,9.69948,1
500005,0.72994,58.48,0,3600,13,13,13,1,1,2,0,6,6,0.0078125,65,60.845,62.9162,63.9581,63.1116,9.09226,1
500005,0.72994,59.25,0,3600,6,6,6,1,1,2,0,6,6,0.0078125,65,63.5366,60.6239,62.8119,63.3688,8.56791,1
500005,0.72994,58.48,0,3600,14,14,14,1,1,2,0,6,6,0.0078125,65,61.7609,60.8455,62.9228,62.9702,8.10952,1
500005,0.72994,58.48,0,3600,7,7,7,1,1,2,0,6,6,0.0078125,65,62.5103,63.8417,64.4208,62.5547,7.70462,1
500005,0.72994,57.84,0,3600,15,15,15,1,1,2,0,6,6,0.0078125,65,62.7934,61.7709,63.3854,63.4539,7.34375,1
500006,0.72994,58.5,0,3600,0,4,0,1,1,3,0,6,1,0.0078125,65,61.928,61.4836,63.2418,63.5773,72.0196,1
500006,0.72994,57.89,0,3600,9,0,8,1,2,1,0,1,0,0.015625,65,62.5268,61.6914,63.3457,64.8999,41.0837,1
500006,0.72994,58.49,0,3600,8,8,8,1,1,3,0,6,6,0.0078125,65,61.6869,62.5268,63.7634,63.3457,42.2655,1
500006,0.72994,57.89,0,3600,2,0,1,1,2,1,0,1,3,0.0234375,65,64.1359,63.5264,64.2632,62.5816,31.5213,1
500006,0.72994,58.5,0,3600,0,4,1,1,2,1,0,3,1,0.015625,65,64.0331,64.1359,64.568,64.2632,32.6616,1
500006,0.72994,58.5,0,3600,1,1,1,1,1,3,0,6,6,0.0078125,65,62.5712,64.0331,64.5165,64.568,33.7823,1
500006,0.72994,57.89,0,3600,9,0,9,1,1,3,0,6,3,0.0078125,65,61.5996,64.4596,64.7298,63.2552,22.2684,1
500006,0.72994,57.89,0,3600,2,0,2,1,1,3,0,6,3,0.0078125,65,63.6938,63.4364,64.2182,64.384,18.8036,1
500006,0.72994,57.89,0,3600,11,0,10,1,2,1,0,1,3,0.015625,65,63.5011,60.9689,62.9845,62.6106,17.9864,1
500006,0.72994,59.24,0,3600,10,10,10,1,1,3,0,6,6,0.0078125,65,63.7277,63.5011,64.2506,62.9845,19.0348,1
500006,0.72994,57.84,0,3600,3,3,3,1,1,3,0,6,6,0.0078125,65,63.5055,60.6601,62.8301,62.7569,14.6552,1
500006,0.72994,57.89,0,3600,11,0,11,1,1,3,0,6,3,0.0078125,65,60.2324,60.806,62.903,62.8787,13.3262,1
500006,0.72994,58.5,0,3600,4,4,4,1,1,3,0,6,6,0.0078125,65,60.1703,62.5227,63.7613,63.6949,12.2667,1
500006,0.72994,57.84,0,3600,12,12,12,1,1,3,0,6,6,0.0078125,65,63.7616,60.5313,62.7656,62.5558,11.3979,1
500006,0.72994,59.25,0,3600,5,5,5,1,1,3,0,6,6,0.0078125,65,64.1926,64.7853,64.8927,64.1174,10.6696,1
500006,0.72994,58.48,0,3600,13,13,13,1,1,3,0,6,6,0.0078125,65,61.1759,60.845,62.9225,63.9581,10.0481,1
500006,0.72994,59.25,0,3600,6,6,6,1,1,3,0,6,6,0.0078125,65,62.8874,63.5366,64.2683,62.8119,9.50994,1
500006,0.72994,58.48,0,3600,14,14,14,1,1,3,0,6,6,0.0078125,65,62.0391,61.7609,63.3805,62.9228,9.0381,1
500006,0.72994,58.48,0,3600,7,7,7,1,1,3,0,6,6,0.0078125,65,64.6909,62.5103,63.7551,64.4208,8.62011,1
500006,0.72994,57.84,0,3600,15,15,15,1,1,3,0,6,6,0.0078125,65,60.9256,62.7934,63.8967,63.3854,8.24653,1
500007,0.72994,57.89,0,3600,2,0,0,0,3,0,0,1,6,0.0234375,65,60.4532,61.928,63.464,63.2418,72.9101,1
500007,0.72994,58.5,0,3600,0,4,0,1,1,4,0,6,1,0.015625,65,64.6933,60.4532,62.7266,63.464,73.7884,1
500007,0.72994,57.89,0,3600,9,0,8,1,2,2,0,1,0,0.015625,65,64.1763,61.6869,63.3435,63.7634,43.1322,1
500007,0.72994,58.49,0,3600,8,8,8,1,1,4,0,6,6,0.0078125,65,60.4352,64.1763,64.5882,63.3435,43.9875,1
500007,0.72994,57.89,0,3600,2,0,1,1,2,2,0,1,3,0.0234375,65,62.6064,62.5712,63.7856,64.5165,34.6265,1
500007,0.72994,58.5,0,3600,0,4,1,1,2,2,0,3,1,0.015625,65,61.1141,62.6064,63.8032,63.7856,35.4598,1
500007,0.72994,58.5,0,3600,1,1,1,1,1,4,0,6,6,0.0078125,65,62.7719,61.1141,63.057,63.8032,36.2826,1
500007,0.72994,57.89,0,3600,9,0,9,1,1,4,0,6,3,0.015625,65,63.5269,61.5996,63.2998,64.7298,23.0809,1
500007,0.72994,58.5,0,3600,0,4,2,0,3,0,0,3,1,0.015625,65,60.3149,63.6938,64.3469,64.2182,19.606,1
500007,0.72994,57.89,0,3600,2,0,2,1,1,4,0,6,3,0.0078125,65,61.6201,60.3149,62.6575,64.3469,20.3987,1
500007,0.72994,57.89,0,3600,11,0,10,1,2,2,0,1,3,0.015625,65,63.5133,63.7277,64.3639,64.2506,19.818,1
500007,0.72994,59.24,0,3600,10,10,10,1,1,4,0,6,6,0.0078125,65,63.1159,63.5133,64.2566,64.3639,20.5918,1
500007,0.72994,57.84,0,3600,3,3,3,1,1,4,0,6,6,0.0078125,65,61.2951,63.5055,64.2527,62.8301,15.4199,1
500007,0.72994,57.89,0,3600,11,0,11,1,1,4,0,6,3,0.0078125,65,61.0029,60.2324,62.6162,62.903,14.082,1
500007,0.72994,58.5,0,3600,4,4,4,1,1,4,0,6,6,0.0078125,65,63.3747,60.1703,62.5851,63.7613,13.0138,1
500007,0.72994,57.84,0,3600,12,12,12,1,1,4,0,6,6,0.0078125,65,64.1104,63.7616,64.3808,62.7656,12.1365,1
500007,0.72994,59.25,0,3600,5,5,5,1,1,4,0,6,6,0.0078125,65,63.3316,64.1926,64.5963,64.8927,11.4,1
500007,0.72994,58.48,0,3600,13,13,13,1,1,4,0,6,6,0.0078125,65,62.1666,61.1759,63.088,62.9225,10.7704,1
500007,0.72994,59.25,0,3600,6,6,6,1,1,4,0,6,6,0.0078125,65,61.58,62.8874,63.9437,64.2683,10.2242,1
500007,0.72994,58.48,0,3600,14,14,14,1,1,4,0,6,6,0.0078125,65,60.8341,62.0391,63.5196,63.3805,9.74462,1
500007,0.72994,58.48,0,3600,7,7,7,1,1,4,0,6,6,0.0078125,65,62.0005,64.6909,64.8454,63.7551,9.31904,1
500007,0.72994,57.84,0,3600,15,15,15,1,1,4,0,6,6,0.0078125,65,61.9527,60.9256,62.9628,63.8967,8.93802,1
500008,0.72994,57.89,0,3600,2,0,0,1,3,1,0,1,6,0.03125,65,61.722,64.6933,64.8466,62.7266,74.4726,1
500008,0.72994,58.5,0,3600,0,4,0,1,1,5,0,6,1,0.0234375,65,60.3735,61.722,63.361,64.8466,75.1497,1
500008,0.72994,57.89,0,3600,9,0,8,1,2,3,0,1,0,0.015625,65,62.7355,60.4352,62.7176,64.5882,44.6576,1
500008,0.72994,58.49,0,3600,8,8,8,1,1,5,0,6,6,0.0078125,65,64.5671,62.7355,63.8678,62.7176,45.3208,1
500008,0.72994,57.89,0,3600,2,0,1,1,2,3,0,1,3,0.0234375,65,60.5797,62.7719,63.886,63.057,36.9392,1
500008,0.72994,58.5,0,3600,0,4,1,1,2,3,0,3,1,0.015625,65,62.2485,60.5797,62.7898,63.886,37.5892,1
500008,0.72994,58.5,0,3600,1,1,1,1,1,5,0,6,6,0.0078125,65,62.9687,62.2485,63.6242,62.7898,38.2327,1
500008,0.72994,57.89,0,3600,9,0,9,1,1,5,0,6,3,0.0234375,65,60.1511,63.5269,64.2634,63.2998,23.7181,1
500008,0.72994,58.5,0,3600,0,4,2,1,3,1,0,3,1,0.015625,65,63.7288,61.6201,63.3101,62.6575,21.0298,1
500008,0.72994,57.89,0,3600,2,0,2,1,1,5,0,6,3,0.0078125,65,64.2525,63.7288,64.3644,63.3101,21.6548,1
500008,0.72994,57.89,0,3600,11,0,10,1,2,3,0,1,3,0.015625,65,63.5398,63.1159,64.058,64.2566,21.2108,1
500008,0.72994,59.24,0,3600,10,10,10,1,1,5,0,6,6,0.0078125,65,60.6258,63.5398,64.2699,64.058,21.824,1
500008,0.72994,57.84,0,3600,3,3,3,1,1,5,0,6,6,0.0078125,65,61.6898,61.2951,63.1476,64.2527,16.0274,1
500008,0.72994,57.89,0,3600,11,0,11,1,1,5,0,6,3,0.0078125,65,64.4204,61.0029,63.0014,62.6162,14.6839,1
500008,0.72994,58.5,0,3600,4,4,4,1,1,5,0,6,6,0.0078125,65,63.3073,63.3747,64.1873,62.5851,13.6101,1
500008,0.72994,57.84,0,3600,12,12,12,1,1,5,0,6,6,0.0078125,65,61.2242,64.1104,64.5552,64.3808,12.7274,1
500008,0.72994,59.25,0,3600,5,5,5,1,1,5,0,6,6,0.0078125,65,64.9674,63.3316,64.1658,64.5963,11.9855,1
500008,0.72994,58.48,0,3600,13,13,13,1,1,5,0,6,6,0.0078125,65,60.4038,62.1666,63.5833,63.088,11.3507,1
500008,0.72994,59.25,0,3600,6,6,6,1,1,5,0,6,6,0.0078125,65,62.0994,61.58,63.29,63.9437,10.7994,1
500008,0.72994,58.48,0,3600,14,14,14,1,1,5,0,6,6,0.0078125,65,62.0515,60.8341,62.9171,63.5196,10.3148,1
500008,0.72994,58.48,0,3600,7,7,7,1,1,5,0,6,6,0.0078125,65,61.3447,62.0005,63.5003,64.8454,9.88425,1
500008,0.72994,57.84,0,3600,15,15,15,1,1,5,0,6,6,0.0078125,65,62.984,61.9527,63.4763,62.9628,9.49836,1
500009,0.72994,57.89,0,3600,2,0,0,1,3,2,0,1,6,0.0390625,65,62.107,60.3735,62.6867,63.361,75.7053,1
500009,0.72994,58.5,0,3600,0,4,0,1,1,6,0,6,1,0.03125,65,61.4668,62.107,63.5535,62.6867,76.2561,1
500009,0.72994,57.89,0,3600,9,0,8,1,2,4,0,1,0,0.015625,65,62.2501,64.5671,64.7836,63.8678,45.8671,1
500009,0.72994,58.49,0,3600,8,8,8,1,1,6,0,6,6,0.0078125,65,62.5751,62.2501,63.625,64.7836,46.4087,1
500009,0.72994,57.89,0,3600,2,0,1,1,2,4,0,1,3,0.0234375,65,60.4016,62.9687,63.9843,63.6242,38.7699,1
500009,0.72994,58.5,0,3600,0,4,1,1,2,4,0,3,1,0.015625,65,63.4304,60.4016,62.7008,63.9843,39.3027,1
500009,0.72994,58.5,0,3600,1,1,1,1,1,6,0,6,6,0.0078125,65,63.8991,63.4304,64.2152,62.7008,39.8311,1
500009,0.72994,57.89,0,3600,9,0,9,1,1,6,0,6,3,0.03125,65,63.8439,60.1511,62.5756,64.2634,24.2423,1
500009,0.72994,58.5,0,3600,0,4,2,1,3,2,0,3,1,0.015625,65,62.675,64.2525,64.6263,64.3644,22.1748,1
500009,0.72994,57.89,0,3600,2,0,2,1,1,6,0,6,3,0.0078125,65,61.0546,62.675,63.8375,64.6263,22.6907,1
500009,0.72994,57.89,0,3600,11,0,10,1,2,4,0,1,3,0.015625,65,62.6389,60.6258,62.8129,64.2699,22.3358,1
500009,0.72994,59.24,0,3600,10,10,10,1,1,6,0,6,6,0.0078125,65,63.0245,62.6389,63.8194,62.8129,22.8436,1
500009,0.72994,58.5,0,3600,0,4,3,0,4,0,0,3,1,0.015625,65,60.4174,61.6898,63.3449,63.1476,16.5312,1
500009,0.72994,57.84,0,3600,3,3,3,1,1,6,0,6,6,0.0078125,65,61.0402,60.4174,62.7087,63.3449,17.0312,1
500009,0.72994,57.89,0,3600,11,0,11,1,1,6,0,6,3,0.0078125,65,61.1721,64.4204,64.7102,63.0014,15.1801,1
500009,0.72994,58.5,0,3600,4,4,4,1,1,6,0,6,6,0.0078125,65,62.0292,63.3073,64.1536,64.1873,14.1025,1
500009,0.72994,57.84,0,3600,12,12,12,1,1,6,0,6,6,0.0078125,65,64.7372,61.2242,63.1121,64.5552,13.2162,1
500009,0.72994,59.25,0,3600,5,5,5,1,1,6,0,6,6,0.0078125,65,60.7624,64.9674,64.9837,64.1658,12.4706,1
500009,0.72994,58.48,0,3600,13,13,13,1,1,6,0,6,6,0.0078125,65,60.8199,60.4038,62.7019,63.5833,11.8322,1
500009,0.72994,59.25,0,3600,6,6,6,1,1,6,0,6,6,0.0078125,65,64.6564,62.0994,63.5497,63.29,11.2774,1
500009,0.72994,58.48,0,3600,14,14,14,1,1,6,0,6,6,0.0078125,65,63.5252,62.0515,63.5258,62.9171,10.7892,1
500009,0.72994,58.48,0,3600,7,7,7,1,1,6,0,6,6,0.0078125,65,61.7436,61.3447,63.1724,63.5003,10.3553,1
500009,0.72994,57.84,0,3600,15,15,15,1,1,6,0,6,6,0.0078125,65,64.3098,62.984,63.992,63.4763,9.96599,1
500010,0.72994,57.89,0,3600,2,0,0,1,3,3,0,1,6,0.046875,65,62.927,61.4668,63.2334,63.5535,76.7204,1
500010,0.72994,58.5,0,3600,0,4,0,2,1,7,0,6,1,0.0390625,65,63.5804,62.927,63.9635,63.2334,77.1814,1
500010,0.72994,57.89,0,3600,9,0,8,1,2,5,0,1,0,0.015625,65,60.8465,62.5751,63.7876,63.625,46.8665,1
500010,0.72994,58.49,0,3600,8,8,8,2,1,7,0,6,6,0.0078125,65,60.3618,60.8465,62.9232,63.7876,47.321,1
500010,0.72994,57.89,0,3600,2,0,1,1,2,5,0,1,3,0.0234375,65,62.8442,63.8991,64.4495,64.2152,40.2825,1
500010,0.72994,58.5,0,3600,0,4,1,1,2,5,0,3,1,0.015625,65,64.2306,62.8442,63.9221,64.4495,40.7308,1
500010,0.72994,58.5,0,3600,1,1,1,2,1,7,0,6,6,0.0078125,65,63.0026,64.2306,64.6153,63.9221,41.176,1
500010,0.72994,57.89,0,3600,9,0,9,2,1,7,0,6,3,0.0390625,65,60.8951,63.8439,64.422,62.5756,24.6845,1
500010,0.72994,58.5,0,3600,0,4,2,1,3,3,0,3,1,0.015625,65,60.3792,61.0546,63.0273,63.8375,23.1299,1
500010,0.72994,57.89,0,3600,2,0,2,2,1,7,0,6,3,0.0078125,65,61.8596,60.3792,62.6896,63.0273,23.5661,1
500010,0.72994,57.89,0,3600,11,0,10,1,2,5,0,1,3,0.015625,65,64.2748,63.0245,64.0123,63.8194,23.277,1
500010,0.72994,59.24,0,3600,10,10,10,2,1,7,0,6,6,0.0078125,65,60.1235,64.2748,64.6374,64.0123,23.7074,1
500010,0.72994,58.5,0,3600,0,4,3,1,4,1,0,3,1,0.015625,65,63.6602,61.0402,63.0201,62.7087,17.4589,1
500010,0.72994,57.84,0,3600,3,3,3,2,1,7,0,6,6,0.0078125,65,60.5764,63.6602,64.3301,63.0201,17.8837,1
500010,0.72994,57.89,0,3600,11,0,11,2,1,7,0,6,3,0.0078125,65,63.2941,61.1721,63.0861,64.7102,15.6022,1
500010,0.72994,58.5,0,3600,4,4,4,2,1,7,0,6,6,0.0078125,65,62.0514,62.0292,63.5146,64.1536,14.5219,1
500010,0.72994,57.84,0,3600,12,12,12,2,1,7,0,6,6,0.0078125,65,60.1591,64.7372,64.8686,63.1121,13.6328,1
500010,0.72994,59.25,0,3600,5,5,5,2,1,7,0,6,6,0.0078125,65,62.9816,60.7624,62.8812,64.9837,12.8846,1
500010,0.72994,58.48,0,3600,13,13,13,2,1,7,0,6,6,0.0078125,65,63.2919,60.8199,62.91,62.7019,12.2436,1
500010,0.72994,59.25,0,3600,6,6,6,2,1,7,0,6,6,0.0078125,65,61.756,64.6564,64.8282,63.5497,11.6862,1
500010,0.72994,58.48,0,3600,14,14,14,2,1,7,0,6,6,0.0078125,65,61.4058,63.5252,64.2626,63.5258,11.1955,1
500010,0.72994,58.48,0,3600,7,7,7,2,1,7,0,6,6,0.0078125,65,61.6042,61.7436,63.3718,63.1724,10.759,1
500010,0.72994,57.84,0,3600,15,15,15,2,1,7,0,6,6,0.0078125,65,64.021,64.3098,64.6549,63.992,10.3672,1
500011,0.72994,57.89,0,3600,2,0,0,1,3,4,0,1,6,0.0546875,65,61.4744,63.5804,64.2902,63.9635,77.5802,1
500011,0.72994,58.49,0,3600,0,2,0,0,1,0,0,6,1,0.046875,65,61.2602,61.4744,63.2372,64.2902,77.9765,1
500011,0.72994,57.89,0,3600,9,0,8,1,2,6,0,1,0,0.015625,65,64.4667,60.3618,62.6809,62.9232,47.715,1
500011,0.72994,57.89,0,3600,2,0,1,1,2,6,0,1,3,0.0234375,65,61.7943,63.0026,64.0013,64.6153,41.5676,1
500011,0.72994,58.5,0,3600,0,4,1,1,2,6,0,3,1,0.015625,65,62.514,61.7943,63.3972,64.0013,41.9568,1
500011,0.72994,58.5,0,3600,1,1,1,0,1,0,0,6,6,0.0078125,65,64.6927,62.514,63.757,63.3972,42.3437,1
500011,0.72994,57.89,0,3600,11,0,9,0,3,0,0,1,3,0.046875,65,62.4455,60.8951,62.9476,64.422,25.0691,1
500011,0.72994,58.5,0,3600,0,4,2,1,3,4,0,3,1,0.015625,65,63.3958,61.8596,63.4298,62.6896,23.9484,1
500011,0.72994,58.49,0,3600,2,2,2,0,1,0,0,6,6,0.0078125,65,61.1026,63.3958,64.1979,63.4298,24.3286,1
500011,0.72994,57.89,0,3600,11,0,10,1,2,6,0,1,3,0.015625,65,61.1354,60.1235,62.5617,64.6374,24.0853,1
500011,0.72994,59.24,0,3600,10,10,10,0,1,0,0,6,6,0.0078125,65,62.1806,61.1354,63.0677,62.5617,24.4611,1
500011,0.72994,58.5,0,3600,0,4,3,1,4,2,0,3,1,0.015625,65,61.1023,60.5764,62.7882,64.3301,18.2573,1
500011,0.72994,57.84,0,3600,3,3,3,0,1,0,0,6,6,0.0078125,65,63.7838,61.1023,63.0512,62.7882,18.6287,1
500011,0.72994,58.48,0,3600,11,11,11,0,1,0,0,6,6,0.0078125,65,60.6388,63.2941,64.1471,63.0861,15.9715,1
500011,0.72994,58.5,0,3600,0,4,4,0,5,0,0,3,6,0.015625,65,60.1654,62.0514,63.5257,63.5146,14.8891,1
500011,0.72994,57.89,0,3600,12,0,12,0,1,0,0,6,3,0.0078125,65,64.1944,60.1591,62.5796,64.8686,13.998,1
500011,0.72994,59.25,0,3600,5,5,5,0,1,0,0,6,6,0.0078125,65,62.1755,62.9816,63.9908,62.8812,13.2478,1
500011,0.72994,58.48,0,3600,13,13,13,0,1,0,0,6,6,0.0078125,65,62.6439,63.2919,64.146,62.91,12.6047,1
500011,0.72994,59.25,0,3600,6,6,6,0,1,0,0,6,6,0.0078125,65,62.3092,61.756,63.378,64.8282,12.0453,1
500011,0.72994,58.48,0,3600,14,14,14,0,1,0,0,6,6,0.0078125,65,64.3839,61.4058,63.2029,64.2626,11.5526,1
500011,0.72994,58.48,0,3600,7,7,7,0,1,0,0,6,6,0.0078125,65,63.0744,61.6042,63.3021,63.3718,11.1142,1
500011,0.72994,57.84,0,3600,15,15,15,0,1,0,0,6,6,0.0078125,65,64.522,64.021,64.5105,64.6549,10.7205,1
500012,0.72994,57.89,0,3600,2,0,0,1,3,5,0,1,6,0.0625,65,61.9899,61.2602,63.1301,63.2372,78.3279,1
500012,0.72994,58.49,0,3600,0,2,0,1,1,1,0,6,1,0.0546875,65,64.8865,61.9899,63.4949,63.1301,78.6773,1
500012,0.72994,57.89,0,3600,9,0,8,2,2,7,0,1,0,0.0234375,65,61.8,64.4667,64.7334,62.6809,48.0625,1
500012,0.72994,57.89,0,3600,2,0,1,2,2,7,0,1,3,0.0234375,65,60.2419,64.6927,64.8463,63.757,42.6895,1
500012,0.72994,58.5,0,3600,0,4,1,2,2,7,0,3,1,0.015625,65,61.0032,60.2419,62.6209,64.8463,43.0334,1
500012,0.72994,58.5,0,3600,1,1,1,1,1,1,0,6,6,0.0078125,65,61.2407,61.0032,63.0016,62.6209,43.3755,1
500012,0.72994,57.89,0,3600,11,0,9,1,3,1,0,1,3,0.0546875,65,60.4029,62.4455,63.7228,62.9476,25.4094,1
500012,0.72994,58.5,0,3600,0,4,2,1,3,5,0,3,1,0.015625,65,60.9353,61.1026,63.0513,64.1979,24.6671,1
500012,0.72994,58.49,0,3600,2,2,2,1,1,1,0,6,6,0.0078125,65,62.8517,60.9353,62.9676,63.0513,25.0039,1
500012,0.72994,57.89,0,3600,11,0,10,2,2,7,0,1,3,0.015625,65,64.6118,62.1806,63.5903,63.0677,24.7961,1
500012,0.72994,59.24,0,3600,10,10,10,1,1,1,0,6,6,0.0078125,65,60.9692,64.6118,64.8059,63.5903,25.1295,1
500012,0.72994,58.5,0,3600,0,4,3,1,4,3,0,3,1,0.015625,65,63.7756,63.7838,64.3919,63.0512,18.9603,1
500012,0.72994,57.84,0,3600,3,3,3,1,1,1,0,6,6,0.0078125,65,62.4424,63.7756,64.3878,64.3919,19.2903,1
500012,0.72994,58.48,0,3600,11,11,11,1,1,1,0,6,6,0.0078125,65,61.7244,60.6388,62.8194,64.1471,16.2998,1
500012,0.72994,58.5,0,3600,0,4,4,1,5,1,0,3,6,0.0234375,65,60.7568,60.1654,62.5827,63.5257,15.2158,1
